sentence,label
[ number number number + number number variable variable variable number / variable number - - / variable - variable + number number / variable variable + + + / * / variable * - + ],good
number - ( [ number ] ) * ( variable / number ) / number,good
( [ number ] / number / ( number ) - number - number ),good
variable + number / number / number / variable,good
( variable + number / number * variable + number ) - variable / variable + variable,good
variable / ( variable ) - number / number - variable + number * number / number + number,good
( variable ) + ( ( ( variable ) ) * variable - number - variable ),good
( number * variable + variable - variable - variable ) / [ variable ],good
( ( variable * [ variable variable number variable / number * number * number * - number + / ] ) ),good
( variable ) / ( [ variable ] * [ variable ] / variable ) + ( variable + number / variable ) + number * ( variable ),good
[ number number number / variable variable + - / ] + number,good
number + [ variable variable * variable - variable + ] + number,good
( variable + ( variable + ( variable ) + number * variable / variable ) ),good
( variable + variable * variable - variable * number - number - number / variable + variable ) - [ variable ] * number - ( variable ) + number,good
[ number number number + number * + variable / variable variable - variable - * variable - variable number / / ],good
variable - variable + variable - variable - number / number * number + ( variable ) - variable - number + variable,good
